	ref	object	trade	url
131	18040690	闽侯县第二中学课桌椅和置物架采购货物类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040690.htm
132	18040718	固原市中医医院检验科所需试剂采购项目竞争性谈判公告	货物/医药品/医用材料/病人医用试剂/血型试剂,货物/医药品/生物化学制品/诊断用生物制品/诊断用生物试剂盒	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040718.htm
133	18040733	厦门方信-竞争性谈判-FX2022-SH154-计算机教室设施设备采购-采购公告	货物/通用设备/计算机设备及软件/计算机网络设备/其他网络设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040733.htm
134	18040740	漳州高新技术产业开发区行政执法局高新区行政执法局2022年度动车站广场及周边零星维修维护服务竞争性谈判公告	服务/维修和保养服务/其他维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040740.htm
135	18040766	唐山市丰润区某单位宿办楼后绿化工程竞争性谈判公告	工程/构筑物施工/公共设施施工/园林绿化工程施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040766.htm
136	18040867	某部设施设备技术检查服务供应商项目竞争性谈判公告	工程/专业施工/消防工程和安防工程,服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040867.htm
137	18040923	新疆医科大学第二附属医院免疫检测试剂采购项目竞争性谈判公告	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040923.htm
138	18040948	剑阁县中医医院1.5T磁共振保修服务采购项目(二次)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040948.htm
139	18040967	广西机电设备招标有限公司关于生物重点实验室设备采购(GXZC2022-J1-001547-JDZB)竞争性谈判公告	货物/专用设备/专用仪器仪表/教学专用仪器	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040967.htm
140	18041016	府谷县公安局警务工作人员警服购置项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041016.htm
141	18041026	梅州市第三人民医院负压救护车及配套设备采购项目（重招）竞争性谈判公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041026.htm
142	18041031	依干其镇凤泉社区党群服务中心项目竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041031.htm
143	18041066	HIS备份系统竞争性谈判公告	货物/通用设备/办公设备/复印机	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041066.htm
144	18041084	唐山市丰润区某单位震毁路、卵石路建设采购项目竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041084.htm
145	18041144	秦皇岛市公安局海港分局车辆管理处所辖停车场承包服务项目（二次）竞争性谈判公告	服务/租赁服务（不带操作员）/其他租赁服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041144.htm
146	18041148	广西国泰招标咨询有限公司执法记录仪4G流量采购（GTADA3J2022168）竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041148.htm
147	18041157	昆山市巴城镇建设局关于巴城镇农房翻建管理（华社村、东岳村）监理的竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041157.htm
148	18041165	门急诊医生工作站竞争性谈判公告	货物/通用设备/办公设备/复印机	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041165.htm
149	18041176	厦门方信-竞争性谈判-FX2022-SH164-一间舞蹈教室-采购公告	货物/土地、建筑物及构筑物/建筑物/其他用房	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041176.htm
150	18041221	达州市中西医结合医院实验室净化设备采购项目竞争性谈判采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041221.htm
151	18041233	昆山市巴城镇建设局关于巴城镇农房翻建管理（新开河村、绰墩山村、东阳澄湖村、巴城湖村）监理的竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041233.htm
152	18041340	细颗粒物组分网自动监测站房采购项目竞争性谈判公告	货物/土地、建筑物及构筑物/建筑物/其他用房	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041340.htm
153	18041384	上杭县公安局零星广告制作服务类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041384.htm
154	18041398	内江市人力资源社会保障数据网络中心内江市人力资源社会保障12333咨询服务热线受理（接听）服务采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041398.htm
155	18041403	南平市城市管理局执法执勤巡逻车采购项目货物类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041403.htm
156	18041414	江西信衡招标咨询有限公司关于临川经济开发区洪水影响评估服务项目竞争性谈判公告	服务/商务服务/资产及其他评估服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041414.htm
157	18041422	江西信衡招标咨询有限公司关于临川经济开发区压覆重要矿产评估服务项目竞争性谈判公告	服务/商务服务/资产及其他评估服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041422.htm
158	18041466	西林县水电工程管理站广西西林县板桥河山洪沟治理工程(二期)竞争性谈判公告	工程/构筑物施工/水利工程施工/山洪防御工程施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041466.htm
159	18041490	绵阳市公安局专用试剂耗材竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041490.htm
160	18041517	清原县2022年一事一议财政奖补村内道路建设工程（三标段）监理服务竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041517.htm
161	18041519	绵阳市奥林匹克体育学校2022年陆上、小球项目器材采购竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041519.htm
162	18041529	黑龙江省安心食品集团有限责任公司芽菜车间制冷设备采购项目二次竞争性谈判公告	货物/通用设备/机械设备/制冷空调设备/冷库制冷设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041529.htm
163	18041540	乡城县林业和草原局乡城县森林草原防火地方专业队伍能力建设项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041540.htm
164	18041565	昌吉边境管理支队聘请法律顾问项目竞争性谈判三次公告	服务/商务服务/法律服务/其他法律服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041565.htm
165	18041570	超声探头穿刺架谈判邀请书2022-JL13（03）-W30120	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041570.htm
166	18041582	某单位非单一来源设备溯源机构遴选（二次）竞争性谈判公告	服务/专业技术服务/技术测试和分析服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041582.htm
167	18041606	某系统配套设备设施应急采购竞争性谈判	货物/通用设备/计算机设备及软件/计算机设备/服务器,货物/通用设备/计算机设备及软件/计算机设备/其他计算机设备,货物/通用设备/计算机设备及软件/计算机网络设备/交换设备/其他交换设备,	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041606.htm
168	18041610	昆山经济技术开发区蓬朗社区卫生服务中心体检中心改造竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041610.htm
169	18041619	泉州市洛江区城市管理局万安中心小学西侧街头绿地喷灌智慧升级改造服务类采购项目竞争性谈判公告	服务/水利管理服务/其他水利管理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041619.htm
170	18041620	局部振动治疗仪（第三次）谈判邀请书2021-JL13(03)-W30548	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041620.htm
171	18041651	全自动蛋白质印迹杂交系统（第三次）谈判邀请书2021-JL13(03)-W30562	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041651.htm
172	18041666	昆山市兵希中学2022年扩班教室改造竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041666.htm
173	18041679	便携式肺功能检测仪谈判邀请书2022-JL13(03)-W30187	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041679.htm
174	18041721	便携式电化学分析仪谈判邀请书2021-JL13(03)-W30247	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041721.htm
175	18041748	井堰村环境卫生综合治理采购项目竞争性谈判公告	服务/环境服务/其他环境治理服务/其他环境治理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041748.htm
176	18041759	北京某部队训练场工程（二次）竞争性谈判公告	工程/其他建筑工程,工程/建筑物施工/其他建筑物施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041759.htm
177	18041770	肠道微生态测定仪谈判邀请书2021-JL13(03)-W30249	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041770.htm
178	18041803	西安胡同856号办公楼加固维修项目竞争性谈判公告	工程/建筑物施工/生产用房施工/建筑业用房施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041803.htm
179	18041805	国义招标股份有限公司高通量基因测序仪设备采购（GXZC2022-J1-001574-GYZB）竞争性谈判公告	货物/专用设备/专用仪器仪表/其他专用仪器仪表	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041805.htm
180	18041821	多体位医用诊疗床（第二次）谈判邀请书2021-JL13(03)-W30256	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041821.htm
181	18041842	珠海市香洲区湾仔街道办事处啤口村增设儿童设施采购项目竞争性谈判采购公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041842.htm
182	18041849	巨鹿县大麓市政工程有限公司2021-2022年度巨鹿县集中供热煤炭采购项目（第九批）二次竞争性谈判公告	货物/矿与矿物/煤炭采选产品/原煤	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041849.htm
183	18041873	厦门华沧-竞争性谈判-2022-HCJZ-SH520-血球计数仪-采购公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041873.htm
184	18041886	旺苍县中医医院抢救监护型救护特种车辆竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041886.htm
185	18041933	宁德市蕉城区文体和旅游局“清新福建、山海宁德”蕉城全域旅游推介会服务采购项目竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041933.htm
186	18041980	福建省泉州第五中学泉州五中城东校区健身场地建设项目竞争性谈判公告	货物/专用设备/体育设备/健身设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041980.htm
187	18042030	迁西县机关事务中心社会治理综合服务中心装修附属工程项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042030.htm
188	18042033	某部宿舍楼综合整治项目竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042033.htm
189	18042059	成都某部训练教室建设工程竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042059.htm
190	18042079	2022年永春六中综合大楼家具采购货物类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042079.htm
191	18042093	福建省连江黄如论中学福建省连江黄如论中学勤业楼电教设备采购项目货物类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042093.htm
192	18042108	新疆塔城光伏更换直流系统220V蓄电池组项目竞争性谈判公告	货物/通用设备/电气设备/电源设备/电池组/蓄电池及充电装置	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042108.htm
193	18042116	湖北省博物馆2022年消防器材更新和药剂更换项目竞争性谈判公告	货物/专用设备/政法、检测专用设备/消防设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042116.htm
194	18042125	厦门正通和-竞争性谈判-2022-ZTH132-深部微波治疗仪采购公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042125.htm
195	18042146	漳州卫生职业学院护理系2022-2023学年学生实训耗材采购项目竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042146.htm
196	18042224	宜宾市疾病预防控制中心试剂耗材采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042224.htm
197	18042261	厦门政采-竞争性谈判-ZC2022-834-指挥情报中心采购2台无人机及相关配套挂载设备-采购公告	货物/专用设备/航空器及其配套设备/飞行器	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042261.htm
198	18042273	新疆鼎标招投标代理有限公司关于察布查尔锡伯自治县卫生健康委员会核酸采样试管及耗材采购项目的竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042273.htm
199	18042283	江岸某学院基于智能车的移动无人靶标系统论证物资采购（标包1）（第五次）竞争性谈判公告	货物/通用设备/车辆/车辆附属设施及零部件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042283.htm
200	18042300	云之龙咨询集团有限公司梧州市妇幼保健院乳腺活检与旋切系统采购WZZC2022-J1-990159-YZLZ竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042300.htm
201	18042302	紫阳县蒿坪河流域应急监测服务项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042302.htm
202	18042310	都司镇白刘庄行政村2022年衔接资金车间项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042310.htm
203	18042319	仁寿县综合行政执法局购执法装备竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042319.htm
204	18042321	绵阳市第三人民医院绵阳市游仙区中医医院病案管理系统建设（第二次）竞争性谈判公告	货物/通用设备/计算机设备及软件/计算机软件/应用软件/行业应用软件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042321.htm
205	18042339	厦门万翔-竞争性谈判-XM2022-TZ0235市级应急储备大米代储业务--采购公告	货物/食品、饮料和烟草原料/农副食品，动、植物油制品/其他农副食品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042339.htm
